feedback_id,feedback_text,sentiment_label,department,feedback_source,rating_score,intern_experience,program_duration,would_recommend,timestamp
FB_03888,The internship was poorly run from the very first day. Team members were dismissive of my questions and contributions. I expected mentorship and received neglect instead.,negative,Finance,mid_term_review,3.2,first_internship,3 months,False,2023-06-07 08:43:15
FB_03249,The internship was poorly run from the very first day. There was no structured learning plan or development program. My time here was wasted on tasks that contributed nothing to my growth.,negative,Product,intern_survey,1.9,second_internship,3 months,False,2023-06-05 03:04:26
FB_02132,I spent most of my internship doing tasks unrelated to my role. The workplace culture was cliquish and difficult to break into. This program failed to deliver on every promise made during recruitment.,negative,Product,intern_survey,2.4,third_or_more,2 months,False,2023-12-16 18:52:47
FB_01256,"I had a fantastic experience working here. The team culture was welcoming, inclusive, and collaborative. I encourage everyone to apply — you will not regret it.",positive,Product,online_form,8.5,second_internship,3 months,True,2024-05-30 06:49:52
FB_02300,This experience was more harmful than helpful to my career. My suggestions were repeatedly dismissed without consideration. I would not recommend this internship to anyone I know.,negative,Engineering,intern_survey,1.4,third_or_more,6 months,False,2023-11-04 07:19:27
FB_01227,The internship exceeded all my expectations. Regular one-on-ones with my manager kept me on track and motivated. I encourage everyone to apply — you will not regret it.,positive,Research,exit_interview,8.6,first_internship,3 months,True,2024-07-10 08:09:32
FB_03919,I left this internship feeling demotivated and undervalued. I felt micromanaged to a degree that stifled my creativity and growth. I leave without the skills or confidence I was hoping to build.,negative,Research,mid_term_review,1.7,third_or_more,1 month,False,2024-03-01 10:20:56
FB_02465,I spent most of my internship doing tasks unrelated to my role. I was not given the autonomy to contribute beyond a very narrow scope. I would not recommend this internship to anyone I know.,negative,Data Science,online_form,3.9,first_internship,3 months,False,2023-04-21 20:18:20
FB_02384,I would caution other students before applying to this program. I was given repetitive busywork instead of meaningful assignments. I sincerely hope improvements are made for future cohorts.,negative,Operations,mid_term_review,3.1,third_or_more,1 month,False,2023-11-12 09:31:06
FB_00150,I am so grateful for this amazing opportunity. Cross-functional collaboration exposed me to many different roles. I encourage everyone to apply — you will not regret it.,positive,Product,mid_term_review,7.0,first_internship,6 months,True,2023-02-24 01:09:58
FB_00870,I absolutely loved my time at this company. My contributions were recognized and celebrated by the entire team. My career trajectory changed positively because of this internship.,positive,Data Science,online_form,8.3,second_internship,1 month,True,2023-12-09 22:31:24
FB_01979,My time here was both fulfilling and educational. Leadership genuinely cared about my personal and professional development. I am a better professional because of what I learned here.,positive,Design,online_form,8.8,first_internship,2 months,True,2023-10-02 04:46:06
FB_02457,I would caution other students before applying to this program. The projects assigned to me had no clear objectives or deadlines. I would not recommend this internship to anyone I know.,negative,Product,mid_term_review,3.9,second_internship,1 month,False,2023-10-12 20:07:11
FB_03866,"I had very high hopes for this program, but they were not met. My suggestions were repeatedly dismissed without consideration. The damage to my confidence took months to overcome after this.",negative,Data Science,mid_term_review,1.2,first_internship,1 month,False,2023-08-14 12:37:33
FB_02213,Expectations were unclear and feedback was almost nonexistent. There was significant disconnect between what was promised and delivered. Management needs significant training in how to support young talent.,negative,Finance,exit_interview,2.2,first_internship,2 months,False,2023-11-22 12:13:20
FB_01007,I absolutely loved my time at this company. The company invests heavily in intern development and it shows. I am a better professional because of what I learned here.,positive,Engineering,exit_interview,8.0,second_internship,6 months,True,2023-05-02 23:21:10
FB_03048,"My time here was frustrating and largely unproductive. I received no feedback until the very end, which was too late. Management needs significant training in how to support young talent.",negative,Marketing,online_form,3.6,third_or_more,3 months,False,2024-11-02 17:44:23
FB_00706,"The team made me feel like a full-time employee, not just an intern. The flexible work environment allowed me to be productive and balanced. This was not just an internship — it was a launchpad for my future.",positive,Engineering,mid_term_review,8.6,first_internship,6 months,True,2023-12-19 15:49:17
FB_03144,"Unfortunately, this internship fell far short of expectations. The projects assigned to me had no clear objectives or deadlines. This program needs a complete overhaul before it can benefit interns.",negative,Research,online_form,2.5,third_or_more,1 month,False,2023-09-07 02:09:19
FB_03597,"I spent most of my internship doing tasks unrelated to my role. The company culture felt rigid, hierarchical, and uninspiring. The lack of structure made the entire program feel pointless.",negative,Data Science,mid_term_review,3.2,third_or_more,6 months,False,2024-02-03 02:14:34
FB_01988,The internship was challenging in the best possible way. The onboarding process was smooth and well-organized. This internship gave me clarity and direction for my future.,positive,Finance,intern_survey,8.0,second_internship,1 month,True,2023-09-11 19:23:37
FB_00180,Working here was a truly transformative experience. The culture of continuous learning here is truly inspiring. The skills I developed here will benefit me for years to come.,positive,Finance,intern_survey,8.9,second_internship,1 month,True,2024-07-06 13:28:31
FB_00110,This experience has shaped my career goals significantly. Regular one-on-ones with my manager kept me on track and motivated. This internship gave me clarity and direction for my future.,positive,Data Science,online_form,9.9,first_internship,3 months,True,2024-11-06 12:23:20
FB_03079,I struggled throughout this internship due to poor management. I was expected to work overtime without any acknowledgment or compensation. The company clearly does not prioritize intern development.,negative,Engineering,exit_interview,4.0,second_internship,6 months,False,2024-10-18 08:14:06
FB_01056,I highly recommend this internship program to any student. I attended meetings that gave me real insight into business strategy. My career trajectory changed positively because of this internship.,positive,Operations,online_form,9.3,third_or_more,6 months,True,2023-09-19 09:45:01
FB_03953,"I spent most of my internship doing tasks unrelated to my role. The onboarding was confusing, poorly planned, and overwhelming. This program needs a complete overhaul before it can benefit interns.",negative,Research,exit_interview,1.7,third_or_more,6 months,False,2024-12-17 11:32:15
FB_00315,I am so grateful for this amazing opportunity. I had the chance to present my work to senior management. I am a better professional because of what I learned here.,positive,Data Science,exit_interview,8.0,second_internship,6 months,True,2023-06-30 02:06:02
FB_01823,I felt genuinely valued as an intern here. Leadership genuinely cared about my personal and professional development. The company culture is something I will actively seek in future jobs.,positive,HR,intern_survey,9.1,first_internship,3 months,True,2024-05-17 10:01:37
FB_00568,"The team made me feel like a full-time employee, not just an intern. Regular one-on-ones with my manager kept me on track and motivated. This internship has set a high benchmark for my future roles.",positive,Marketing,exit_interview,8.0,second_internship,3 months,True,2024-05-22 05:02:47
FB_00880,"This program gave me exactly the skills I needed. My contributions were recognized and celebrated by the entire team. I feel more confident, skilled, and ready for the real world.",positive,Finance,exit_interview,8.1,first_internship,3 months,True,2024-02-03 04:32:55
FB_02231,I had little to no support throughout the entire program. Senior staff rarely interacted with interns in any meaningful way. My time here was wasted on tasks that contributed nothing to my growth.,negative,Product,online_form,3.7,first_internship,2 months,False,2023-04-13 13:00:56
FB_01412,This internship was an incredible learning experience. The onboarding process was smooth and well-organized. I built friendships here that I know will last a lifetime.,positive,Operations,intern_survey,9.6,first_internship,3 months,True,2024-10-12 08:33:30
FB_03225,I left this internship feeling demotivated and undervalued. Communication within the team was inconsistent and often unclear. The experience was so poor it made me reconsider my entire career path.,negative,Design,online_form,2.5,second_internship,6 months,False,2023-12-16 12:07:15
FB_03937,I had little to no support throughout the entire program. My suggestions were repeatedly dismissed without consideration. This program needs a complete overhaul before it can benefit interns.,negative,Research,intern_survey,2.7,second_internship,6 months,False,2023-09-02 12:40:50
FB_03250,This experience was more harmful than helpful to my career. I was given repetitive busywork instead of meaningful assignments. I leave without the skills or confidence I was hoping to build.,negative,Product,online_form,3.3,third_or_more,2 months,False,2023-02-16 03:12:09
FB_00930,This internship was an incredible learning experience. I received constructive feedback that helped me improve rapidly. The skills I developed here will benefit me for years to come.,positive,Research,online_form,7.1,second_internship,3 months,True,2023-06-17 10:43:46
FB_02579,This was not the positive experience I was promised. Communication within the team was inconsistent and often unclear. Future interns deserve much better than what I experienced here.,negative,Design,mid_term_review,3.3,second_internship,6 months,False,2023-12-30 22:39:45
FB_03380,My experience here was isolating and professionally unfulfilling. Senior staff rarely interacted with interns in any meaningful way. The lack of structure made the entire program feel pointless.,negative,Finance,intern_survey,1.4,third_or_more,2 months,False,2023-06-04 13:22:56
FB_02293,I spent most of my internship doing tasks unrelated to my role. There was significant disconnect between what was promised and delivered. My time here was wasted on tasks that contributed nothing to my growth.,negative,Design,intern_survey,2.7,third_or_more,6 months,False,2023-06-17 11:26:15
FB_01503,The internship was challenging in the best possible way. The tools and technologies I used here are cutting-edge. I encourage everyone to apply — you will not regret it.,positive,Marketing,online_form,7.4,third_or_more,1 month,True,2023-09-10 01:58:00
FB_03783,"The work environment here was toxic and unwelcoming. Deadlines kept changing without explanation, causing constant stress. The company clearly does not prioritize intern development.",negative,Sales,exit_interview,3.5,third_or_more,3 months,False,2023-12-23 19:21:21
FB_00606,I am so grateful for this amazing opportunity. The diverse team helped me see problems from multiple perspectives. The company culture is something I will actively seek in future jobs.,positive,Design,intern_survey,9.3,third_or_more,3 months,True,2024-06-07 21:27:09
FB_01989,I felt genuinely valued as an intern here. The onboarding process was smooth and well-organized. I feel fully prepared to enter the workforce thanks to this experience.,positive,HR,exit_interview,8.1,first_internship,6 months,True,2024-01-05 14:35:30
FB_00015,"This internship was an incredible learning experience. The team culture was welcoming, inclusive, and collaborative. The company culture is something I will actively seek in future jobs.",positive,Finance,mid_term_review,7.3,second_internship,2 months,True,2023-12-19 10:01:22
FB_01262,I would choose this internship all over again. I was encouraged to take initiative and think creatively. I built friendships here that I know will last a lifetime.,positive,Finance,intern_survey,9.9,second_internship,2 months,True,2023-12-29 04:47:15
FB_03239,"This experience was more harmful than helpful to my career. The company culture felt rigid, hierarchical, and uninspiring. The lack of structure made the entire program feel pointless.",negative,Data Science,online_form,2.4,third_or_more,6 months,False,2024-08-12 12:32:14
FB_03319,"I had very high hopes for this program, but they were not met. I was given repetitive busywork instead of meaningful assignments. I sincerely hope improvements are made for future cohorts.",negative,Engineering,mid_term_review,1.0,first_internship,2 months,False,2024-12-07 19:25:50
FB_00009,The internship exceeded all my expectations. The culture of continuous learning here is truly inspiring. I am proud of everything I accomplished during this program.,positive,Sales,exit_interview,7.5,second_internship,3 months,True,2024-12-19 18:32:30
FB_00890,This internship was an incredible learning experience. My mentor was incredibly supportive and always available to answer questions. This internship gave me clarity and direction for my future.,positive,Marketing,intern_survey,7.5,second_internship,6 months,True,2024-06-21 08:12:10
FB_03149,My time here was frustrating and largely unproductive. Senior staff rarely interacted with interns in any meaningful way. Management needs significant training in how to support young talent.,negative,Operations,intern_survey,3.3,second_internship,2 months,False,2024-03-14 18:07:38
FB_03552,"The work environment here was toxic and unwelcoming. The company culture felt rigid, hierarchical, and uninspiring. The internship added little value to my resume or my personal growth.",negative,Marketing,intern_survey,1.9,first_internship,2 months,False,2023-02-05 23:41:39
FB_01445,"The work I did here was meaningful and impactful. I was given ownership of my work, which boosted my confidence enormously. The experience was worth every early morning and late evening.",positive,Finance,online_form,8.2,first_internship,3 months,True,2024-07-14 11:29:10
FB_00394,"The team made me feel like a full-time employee, not just an intern. The projects I worked on were real and made a tangible difference. I am proud of everything I accomplished during this program.",positive,Research,mid_term_review,9.8,third_or_more,2 months,True,2024-05-11 19:52:48
FB_01583,I absolutely loved my time at this company. The company invests heavily in intern development and it shows. I feel fully prepared to enter the workforce thanks to this experience.,positive,Data Science,intern_survey,9.9,third_or_more,1 month,True,2023-01-04 14:53:16
FB_02859,"Looking back, I regret choosing this internship program. The workplace culture was cliquish and difficult to break into. The internship added little value to my resume or my personal growth.",negative,Product,mid_term_review,2.0,first_internship,3 months,False,2023-12-08 17:47:23
FB_00539,The internship exceeded all my expectations. The culture of continuous learning here is truly inspiring. I would accept a full-time offer here without hesitation.,positive,Design,online_form,8.8,third_or_more,3 months,True,2024-07-06 17:17:38
FB_01488,I had a fantastic experience working here. The tools and technologies I used here are cutting-edge. This company clearly values its interns and it makes a huge difference.,positive,Research,online_form,10.0,second_internship,6 months,True,2024-04-12 02:03:13
FB_00808,I am so grateful for this amazing opportunity. The tools and technologies I used here are cutting-edge. I feel fully prepared to enter the workforce thanks to this experience.,positive,Data Science,mid_term_review,9.9,second_internship,2 months,True,2024-02-04 10:20:00
FB_03415,"Looking back, I regret choosing this internship program. Communication within the team was inconsistent and often unclear. I would have gained more from an online course than from this program.",negative,Product,online_form,1.5,first_internship,6 months,False,2024-12-12 06:08:10
FB_00799,"I am so grateful for this amazing opportunity. The team culture was welcoming, inclusive, and collaborative. This company clearly values its interns and it makes a huge difference.",positive,Data Science,exit_interview,9.5,third_or_more,1 month,True,2023-11-21 03:53:53
FB_03540,"I had very high hopes for this program, but they were not met. I was not given the autonomy to contribute beyond a very narrow scope. I sincerely hope improvements are made for future cohorts.",negative,Data Science,exit_interview,2.6,second_internship,6 months,False,2024-10-08 09:28:58
FB_01816,"The team made me feel like a full-time employee, not just an intern. The diverse team helped me see problems from multiple perspectives. I encourage everyone to apply — you will not regret it.",positive,Sales,online_form,7.1,second_internship,1 month,True,2023-11-13 09:17:56
FB_02330,I spent most of my internship doing tasks unrelated to my role. I felt micromanaged to a degree that stifled my creativity and growth. The damage to my confidence took months to overcome after this.,negative,Design,online_form,2.0,second_internship,3 months,False,2024-07-20 21:04:04
FB_02648,"I had very high hopes for this program, but they were not met. My mentor was rarely available and provided no useful guidance. I felt like free labor rather than a developing professional.",negative,Research,intern_survey,1.1,first_internship,2 months,False,2023-07-10 18:30:29
FB_01425,This was the best internship I have ever had. The company invests heavily in intern development and it shows. Leaving was bittersweet because I truly loved being part of this team.,positive,Design,exit_interview,8.4,third_or_more,2 months,True,2023-06-05 15:50:54
FB_02360,The work environment here was toxic and unwelcoming. Management seemed unaware of what interns were supposed to be doing. My time here was wasted on tasks that contributed nothing to my growth.,negative,Data Science,online_form,1.5,third_or_more,3 months,False,2024-05-30 19:21:14
FB_03322,The internship started off poorly and never really recovered. There was significant disconnect between what was promised and delivered. I spent more time navigating dysfunction than actually learning.,negative,Design,intern_survey,2.8,second_internship,6 months,False,2024-10-26 17:07:13
FB_00788,The work I did here was meaningful and impactful. I was treated with respect and my ideas were taken seriously. This internship has set a high benchmark for my future roles.,positive,Research,online_form,7.3,second_internship,3 months,True,2023-11-18 23:06:04
FB_01993,This experience has shaped my career goals significantly. My mentor was incredibly supportive and always available to answer questions. My career trajectory changed positively because of this internship.,positive,Product,exit_interview,7.7,third_or_more,3 months,True,2023-11-09 09:25:56
FB_01117,This experience has shaped my career goals significantly. Cross-functional collaboration exposed me to many different roles. I feel fully prepared to enter the workforce thanks to this experience.,positive,Design,online_form,8.7,third_or_more,2 months,True,2023-09-10 08:20:44
FB_01321,I grew so much professionally during this program. The projects I worked on were real and made a tangible difference. This was not just an internship — it was a launchpad for my future.,positive,Finance,mid_term_review,7.8,second_internship,1 month,True,2023-04-07 13:14:22
FB_03657,My time here was frustrating and largely unproductive. Management seemed unaware of what interns were supposed to be doing. My time here was wasted on tasks that contributed nothing to my growth.,negative,Research,exit_interview,3.6,second_internship,6 months,False,2024-07-29 23:39:15
FB_01553,My time here was both fulfilling and educational. I attended meetings that gave me real insight into business strategy. The experience was worth every early morning and late evening.,positive,Design,mid_term_review,9.9,first_internship,1 month,True,2023-03-20 13:13:05
FB_00033,I highly recommend this internship program to any student. The projects I worked on were real and made a tangible difference. This was not just an internship — it was a launchpad for my future.,positive,Marketing,online_form,9.0,third_or_more,3 months,True,2024-12-27 00:11:15
FB_00464,"I could not have asked for a better internship. I was given ownership of my work, which boosted my confidence enormously. Leaving was bittersweet because I truly loved being part of this team.",positive,Operations,online_form,7.3,second_internship,6 months,True,2023-09-03 11:48:50
FB_02516,The internship started off poorly and never really recovered. Management seemed unaware of what interns were supposed to be doing. Management needs significant training in how to support young talent.,negative,Marketing,intern_survey,3.2,first_internship,6 months,False,2023-03-06 01:34:28
FB_02296,I spent most of my internship doing tasks unrelated to my role. There was no structured learning plan or development program. The lack of structure made the entire program feel pointless.,negative,HR,exit_interview,3.8,third_or_more,3 months,False,2023-06-07 16:28:46
FB_00167,The internship exceeded all my expectations. The culture of continuous learning here is truly inspiring. This was not just an internship — it was a launchpad for my future.,positive,Sales,online_form,8.4,third_or_more,1 month,True,2023-12-16 07:38:37
FB_02863,"I had very high hopes for this program, but they were not met. The workplace culture was cliquish and difficult to break into. I ended the internship more confused about my career than before.",negative,Sales,online_form,1.3,third_or_more,6 months,False,2024-09-28 05:47:32
FB_00415,This program gave me exactly the skills I needed. The diverse team helped me see problems from multiple perspectives. I built friendships here that I know will last a lifetime.,positive,Design,mid_term_review,8.1,second_internship,6 months,True,2023-01-30 02:24:38
FB_00034,My time here was both fulfilling and educational. The onboarding process was smooth and well-organized. The experience was worth every early morning and late evening.,positive,HR,mid_term_review,8.2,third_or_more,3 months,True,2023-12-22 03:17:01
FB_00185,This experience has shaped my career goals significantly. The tools and technologies I used here are cutting-edge. This was not just an internship — it was a launchpad for my future.,positive,Engineering,intern_survey,7.1,first_internship,2 months,True,2024-03-02 06:27:09
FB_03023,I struggled throughout this internship due to poor management. Team members were dismissive of my questions and contributions. This experience taught me what to avoid in future workplaces.,negative,Design,exit_interview,3.3,second_internship,6 months,False,2023-05-20 06:49:30
FB_03241,This experience was more harmful than helpful to my career. Communication within the team was inconsistent and often unclear. The company clearly does not prioritize intern development.,negative,Research,mid_term_review,2.2,third_or_more,6 months,False,2024-08-03 08:58:28
FB_03302,"Unfortunately, this internship fell far short of expectations. There was significant disconnect between what was promised and delivered. The internship added little value to my resume or my personal growth.",negative,Finance,online_form,3.4,third_or_more,1 month,False,2023-10-08 22:20:21
FB_01953,"I grew so much professionally during this program. The team culture was welcoming, inclusive, and collaborative. Leaving was bittersweet because I truly loved being part of this team.",positive,Sales,intern_survey,8.4,first_internship,2 months,True,2024-06-10 15:26:44
FB_03750,I felt like a burden rather than a valued team member here. Management seemed unaware of what interns were supposed to be doing. The internship added little value to my resume or my personal growth.,negative,Operations,mid_term_review,2.0,first_internship,6 months,False,2024-01-09 10:29:54
FB_01622,I walked away with skills and confidence I lacked before. The tools and technologies I used here are cutting-edge. I encourage everyone to apply — you will not regret it.,positive,Research,online_form,7.2,first_internship,3 months,True,2024-03-04 12:18:15
FB_01243,I grew so much professionally during this program. The onboarding process was smooth and well-organized. This internship has set a high benchmark for my future roles.,positive,Finance,online_form,7.5,second_internship,1 month,True,2023-04-25 09:40:46
FB_03550,I left this internship feeling demotivated and undervalued. I felt micromanaged to a degree that stifled my creativity and growth. The experience was so poor it made me reconsider my entire career path.,negative,Research,mid_term_review,3.5,first_internship,2 months,False,2023-09-01 03:08:25
FB_00722,I highly recommend this internship program to any student. I received constructive feedback that helped me improve rapidly. This internship gave me clarity and direction for my future.,positive,Research,exit_interview,9.7,third_or_more,2 months,True,2023-07-16 18:31:13
FB_01175,"I had a fantastic experience working here. I was treated with respect and my ideas were taken seriously. I feel more confident, skilled, and ready for the real world.",positive,Sales,intern_survey,8.5,first_internship,1 month,True,2024-04-01 01:44:41
FB_00671,I walked away with skills and confidence I lacked before. My mentor was incredibly supportive and always available to answer questions. This company clearly values its interns and it makes a huge difference.,positive,Research,mid_term_review,9.4,second_internship,1 month,True,2023-04-26 23:14:42
FB_03332,I expected structured learning but found disorganized chaos. There was significant disconnect between what was promised and delivered. The organization was not ready to host interns and it showed.,negative,Finance,online_form,2.3,second_internship,6 months,False,2024-08-28 22:42:49
FB_01747,I absolutely loved my time at this company. I built a strong professional network during my time here. The impact of this internship on my resume and mindset is immeasurable.,positive,Research,intern_survey,8.4,second_internship,3 months,True,2023-04-03 18:36:43
FB_02425,This was not the positive experience I was promised. Communication within the team was inconsistent and often unclear. My time here was wasted on tasks that contributed nothing to my growth.,negative,Sales,mid_term_review,1.3,second_internship,1 month,False,2023-10-04 19:54:36
FB_01557,I highly recommend this internship program to any student. I built a strong professional network during my time here. This internship gave me clarity and direction for my future.,positive,Engineering,mid_term_review,8.9,second_internship,6 months,True,2024-03-21 07:55:26
FB_02867,The work environment here was toxic and unwelcoming. Communication within the team was inconsistent and often unclear. I would not recommend this internship to anyone I know.,negative,Marketing,online_form,1.7,first_internship,3 months,False,2024-01-08 15:29:00
FB_03537,My internship here was deeply disappointing. I felt micromanaged to a degree that stifled my creativity and growth. This program needs a complete overhaul before it can benefit interns.,negative,Design,intern_survey,1.0,third_or_more,1 month,False,2024-08-31 18:33:43
FB_02585,"I had little to no support throughout the entire program. I received no feedback until the very end, which was too late. This program failed to deliver on every promise made during recruitment.",negative,Sales,mid_term_review,4.0,second_internship,6 months,False,2023-11-29 21:53:02
FB_01745,The internship exceeded all my expectations. Cross-functional collaboration exposed me to many different roles. I feel fully prepared to enter the workforce thanks to this experience.,positive,Design,online_form,7.0,first_internship,3 months,True,2024-12-21 15:33:07
FB_03868,I felt like a burden rather than a valued team member here. I was expected to work overtime without any acknowledgment or compensation. The experience was so poor it made me reconsider my entire career path.,negative,Marketing,mid_term_review,1.6,first_internship,6 months,False,2024-12-29 16:28:28
FB_00719,I felt genuinely valued as an intern here. Leadership genuinely cared about my personal and professional development. The experience was worth every early morning and late evening.,positive,Sales,intern_survey,9.0,first_internship,1 month,True,2023-11-16 10:13:57
FB_01371,"The internship exceeded all my expectations. I attended meetings that gave me real insight into business strategy. I feel more confident, skilled, and ready for the real world.",positive,Engineering,intern_survey,9.2,third_or_more,2 months,True,2023-03-16 05:18:19
FB_02980,I expected structured learning but found disorganized chaos. There was no structured learning plan or development program. My time here was wasted on tasks that contributed nothing to my growth.,negative,HR,exit_interview,2.4,second_internship,3 months,False,2023-12-11 21:43:56
FB_03931,"Looking back, I regret choosing this internship program. There was no structured learning plan or development program. I would not recommend this internship to anyone I know.",negative,Research,online_form,2.5,second_internship,6 months,False,2024-08-08 21:37:55
FB_02021,The internship did not provide the growth opportunities I needed. I was expected to work overtime without any acknowledgment or compensation. This experience taught me what to avoid in future workplaces.,negative,Sales,exit_interview,1.5,first_internship,3 months,False,2024-08-14 02:00:28
FB_02611,Expectations were unclear and feedback was almost nonexistent. My suggestions were repeatedly dismissed without consideration. The damage to my confidence took months to overcome after this.,negative,Research,mid_term_review,1.1,third_or_more,1 month,False,2024-01-28 18:17:16
FB_01627,Working here was a truly transformative experience. I received constructive feedback that helped me improve rapidly. This company clearly values its interns and it makes a huge difference.,positive,Finance,intern_survey,8.1,second_internship,6 months,True,2024-01-05 00:16:11
FB_02426,Expectations were unclear and feedback was almost nonexistent. Communication within the team was inconsistent and often unclear. I would have gained more from an online course than from this program.,negative,Operations,exit_interview,1.8,third_or_more,2 months,False,2023-01-29 11:09:00
FB_03054,My time here was frustrating and largely unproductive. My mentor was rarely available and provided no useful guidance. I spent more time navigating dysfunction than actually learning.,negative,Sales,mid_term_review,1.6,second_internship,2 months,False,2024-01-08 01:01:04
FB_03008,I struggled throughout this internship due to poor management. I was expected to work overtime without any acknowledgment or compensation. The organization was not ready to host interns and it showed.,negative,Sales,online_form,1.1,third_or_more,6 months,False,2024-05-06 08:43:31
